Año,RBD,Colegio,Comuna,Nivel,Region,IVE,Rural,MATRICULA_BASICA_MEDIA,Dependencia,GSE,Autoestima académica y motivación escolar,Clima de convivencia escolar,Participación y formación ciudadana,Hábitos de vida saludables,Simce Lenguaje,Len Nivel Insuficiente,Len Nivel Elemental,Len Nivel Adecuado,Simce Matemática,Mat Nivel Insuficiente,Mat Nivel Elemental,Mat Nivel Adecuado,Autopercepción y autovaloración académica,Motivación escolar,Sentido de pertenencia,Vida democrática,Hábitos de autocuidado,Hábitos alimenticios,Hábitos de vida activa,Ambiente de respeto,Ambiente organizado,Ambiente seguro,Participación
2023,2263,ESCUELA MUNICIPAL DE GULTRO,Olivar,4 básico,Región del Libertador Gral. Bernardo O’Higgins,0.94017094017094,Rural,366,Municipal,Medio bajo,65.0,72.0,70.0,64.0,242.0,47.1,29.4,23.5,218.0,70.6,23.5,5.9,63,68,66,65,68,67,56,66,78,73,78
2023,2263,ESCUELA MUNICIPAL DE GULTRO,Olivar,II medio,Región del Libertador Gral. Bernardo O’Higgins,0.940476190476191,Rural,366,Municipal,Bajo,73.0,78.0,77.0,78.0,233.0,68.2,27.3,4.5,239.0,61.9,28.6,9.5,71,75,68,80,82,83,69,69,88,77,83
2023,5703,LICEO BICENTENARIO DE EXCELENCIA TECNICO PROFESIONAL CENTENARIO,Temuco,4 básico,Región de La Araucanía,0.953488372093023,Urbano,409,Part. subvencionado,Medio bajo,76.0,74.0,77.0,70.0,253.0,42.9,21.4,35.7,233.0,62.1,31,6.9,74,78,77,76,68,80,64,66,80,77,77
2023,5703,LICEO BICENTENARIO DE EXCELENCIA TECNICO PROFESIONAL CENTENARIO,Temuco,II medio,Región de La Araucanía,0.973684210526316,Urbano,409,Part. subvencionado,Bajo,81.0,81.0,86.0,81.0,254.0,52,32,16,272.0,37.5,41.7,20.8,80,83,85,90,84,85,73,75,90,77,84
2023,2521,ESCUELA MUNICIPAL LA TUNA,Placilla,4 básico,Región del Libertador Gral. Bernardo O’Higgins,0.91869918699187,Rural,154,Servicio local de educación,Medio bajo,83.0,79.0,85.0,76.0,250.0,50,8.3,41.7,227.0,69.2,23.1,7.7,82,85,84,86,78,75,75,70,88,78,86
2023,5832,ESC. BASICA NIERECO,Lautaro,4 básico,Región de La Araucanía,1.0,Rural,92,Municipal,Bajo,78.0,81.0,83.0,74.0,271.0,«,«,«,262.0,«,«,«,75,80,86,77,71,81,71,75,91,78,87
2023,8113,ESCUELA RURAL AQUELARRE,Quemchi,4 básico,Región de Los Lagos,0.933333333333333,Rural,45,Municipal,Medio bajo,93.0,90.0,99.0,76.0,360.0,«,«,«,321.0,«,«,«,90,97,98,100,69,85,74,85,98,87,100
2023,5630,ESCUELA MANIO CHICO,Temuco,4 básico,Región de La Araucanía,0.964285714285714,Rural,83,Municipal,Bajo,82.0,84.0,91.0,74.0,252.0,«,«,«,207.0,«,«,«,77,86,91,89,76,80,65,79,91,83,92
2023,10722,COLEGIO TORREON,TALAGANTE,4 básico,Región Metropolitana de Santiago,0.8828125,Urbano,284,Part. subvencionado,Medio bajo,81.0,75.0,87.0,75.0,268.0,33.3,29.6,37,253.0,35.7,35.7,28.6,78,84,88,90,76,80,68,68,84,74,84
2023,16717,COLEGIO SANTA MADRE DE DIOS,San Rafael,4 básico,Región del Maule,0.844748858447489,Urbano,224,Part. subvencionado,Medio,65.0,74.0,70.0,65.0,268.0,25.9,33.3,40.7,244.0,53.6,35.7,10.7,63,66,67,71,65,75,56,66,79,76,72
2023,8617,LICEO POLIT. SARA BLINDER DARGOLTZ,Santiago,II medio,Región Metropolitana de Santiago,0.87551867219917,Urbano,758,Part. subvencionado,Medio bajo,83.0,75.0,81.0,70.0,259.0,40.6,36.1,23.2,256.0,45.6,46.2,8.2,81,85,80,85,70,73,67,68,83,75,78
2023,5431,ESCUELA BASICA SAN PEDRO,Victoria,4 básico,Región de La Araucanía,1.0,Rural,30,Municipal,Bajo,78.0,80.0,85.0,,228.0,«,«,«,190.0,«,«,«,70,85,85,87,-,-,-,78,88,74,82
2023,1140,ESCUELA BASICA CARLOS ARIZTIA RUIZ,LA LIGUA,4 básico,Región de Valparaíso,0.827586206896552,Rural,23,Municipal,Bajo,86.0,83.0,87.0,82.0,312.0,«,«,«,272.0,«,«,«,82,89,85,85,81,89,75,76,89,82,92
2023,7058,ESCUELA RURAL HUITAG,PANGUIPULLI,4 básico,Región de Los Ríos,0.952380952380952,Rural,14,Municipal,Bajo,68.0,83.0,86.0,75.0,263.0,«,«,«,229.0,«,«,«,65,71,86,80,66,86,73,73,90,86,91
2023,9509,COLEGIO SUBERCASEAUX COLLEGE,SAN MIGUEL,4 básico,,,,489,Particular pagado,Alto,75.0,79.0,80.0,68.0,278.0,30.6,16.7,52.8,260.0,25,63.9,11.1,73,78,81,84,64,80,59,72,85,80,76
2023,9509,COLEGIO SUBERCASEAUX COLLEGE,SAN MIGUEL,II medio,,,,489,Particular pagado,Alto,75.0,77.0,80.0,74.0,269.0,25,35,40,260.0,47.4,31.6,21.1,73,78,76,83,72,77,73,71,84,77,82
2023,8959,COLEGIO SUPERIOR CAMBRIDGE,Providencia,4 básico,,,,228,Particular pagado,Alto,74.0,76.0,77.0,68.0,319.0,0,18.8,81.3,283.0,6.3,56.3,37.5,71,76,82,76,67,75,63,72,79,77,72
2023,8959,COLEGIO SUPERIOR CAMBRIDGE,Providencia,II medio,,,,228,Particular pagado,Alto,75.0,71.0,79.0,62.0,271.0,25,41.7,33.3,248.0,50,30,20,74,76,73,80,62,74,49,65,78,69,84
2023,40370,COLEGIO PUKALAN DE ALGARROBO,ALGARROBO,4 básico,Región de Valparaíso,0.552346570397112,Urbano,473,Part. subvencionado,Medio alto,69.0,65.0,73.0,68.0,272.0,20.7,41.4,37.9,254.0,34.5,51.7,13.8,68,70,74,77,68,75,63,62,71,62,68
2023,40370,COLEGIO PUKALAN DE ALGARROBO,ALGARROBO,II medio,Región de Valparaíso,0.615384615384615,Urbano,473,Part. subvencionado,Medio alto,78.0,73.0,77.0,66.0,246.0,63.6,18.2,18.2,238.0,60.9,30.4,8.7,78,77,75,76,63,73,63,70,76,73,80
2023,3672,ESC. BASICA ARTURO MUTIZABAL SOTOMAYOR,Chillán,4 básico,Región de Ñuble,0.954887218045113,Urbano,159,Municipal,Medio bajo,74.0,73.0,77.0,65.0,233.0,58.3,16.7,25,219.0,76.9,23.1,0,70,77,76,75,64,68,64,67,81,71,79
2023,7663,ESCUELA RURAL LOS COLONOS,Puerto Montt,4 básico,Región de Los Lagos,0.909090909090909,Rural,58,Municipal,Bajo,74.0,83.0,85.0,76.0,281.0,«,«,«,276.0,«,«,«,72,77,82,88,76,82,70,76,88,84,86
2023,2125,COLEGIO PABLO GARRIDO,Rancagua,4 básico,Región del Libertador Gral. Bernardo O’Higgins,0.874015748031496,Urbano,290,Municipal,Medio bajo,79.0,79.0,79.0,75.0,269.0,31.3,31.3,37.5,254.0,46.7,40,13.3,79,80,76,80,79,76,70,71,84,80,80
2023,26278,ESCUELA BASICA ARISTA VITAE,LA CISTERNA,4 básico,Región Metropolitana de Santiago,0.773584905660377,Urbano,48,Part. subvencionado,Medio,64.0,71.0,68.0,51.0,230.0,«,«,«,216.0,«,«,«,61,66,60,64,44,58,51,66,76,70,81
2023,2682,ESCUELA MUNICIPAL QUELENTARO,LITUECHE,4 básico,Región del Libertador Gral. Bernardo O’Higgins,0.877906976744186,Rural,209,Municipal,Medio bajo,75.0,79.0,83.0,71.0,261.0,42.9,14.3,42.9,245.0,50,35.7,14.3,72,77,84,83,74,75,65,71,88,78,82
2023,8264,ESCUELA RURAL ADELA GARCIA GARCIA,Quellón,4 básico,Región de Los Lagos,0.904,Rural,143,Municipal,Medio,72.0,76.0,77.0,72.0,282.0,27.3,18.2,54.5,257.0,36.4,45.5,18.2,69,76,84,75,71,79,65,71,84,72,72
2023,7679,ESCUELA RURAL HUELMO,Puerto Montt,4 básico,Región de Los Lagos,0.828571428571429,Rural,246,Municipal,Medio bajo,79.0,78.0,85.0,75.0,276.0,25,15,60,253.0,40,50,10,75,83,89,86,78,78,68,72,87,76,80
2023,24473,COLEGIO TEC.HOTELERIA Y GASTRONOMIA ACHIGA CO,Santiago,II medio,Región Metropolitana de Santiago,0.820833333333333,Urbano,549,Part. subvencionado,Medio,72.0,76.0,78.0,66.0,251.0,43.8,42.9,13.3,252.0,50.5,40.2,9.3,70,74,81,79,67,68,63,69,82,75,74
2023,25303,CENTRO EDUCACIONAL LAURA VICUNA,Renca,4 básico,Región Metropolitana de Santiago,0.845849802371542,Urbano,552,Part. subvencionado,Medio bajo,68.0,75.0,72.0,66.0,245.0,55.6,25.9,18.5,240.0,54.2,33.3,12.5,66,70,71,69,62,71,65,67,83,74,77
2023,25303,CENTRO EDUCACIONAL LAURA VICUNA,Renca,II medio,Región Metropolitana de Santiago,0.886363636363636,Urbano,552,Part. subvencionado,Medio bajo,76.0,79.0,82.0,70.0,232.0,65.7,25.7,8.6,217.0,77.1,22.9,0,73,80,83,85,70,77,63,70,86,81,78
2023,9292,COMPLEJO EDUC. MUNICIPAL CARDEN.A.SAMORE,La Florida,4 básico,Región Metropolitana de Santiago,0.671875,Urbano,607,Municipal,Medio,73.0,75.0,73.0,64.0,254.0,29.2,45.8,25,245.0,50,36.4,13.6,71,76,70,78,63,73,56,69,82,73,69
2023,9292,COMPLEJO EDUC. MUNICIPAL CARDEN.A.SAMORE,La Florida,II medio,Región Metropolitana de Santiago,0.843283582089552,Urbano,607,Municipal,Medio bajo,68.0,71.0,70.0,63.0,212.0,81,17.5,1.6,229.0,62.9,33.9,3.2,67,70,71,66,63,70,56,64,76,72,73
2023,5992,COMPLEJO EDUCACIONAL JUAN BOSCO,Cunco,II medio,Región de La Araucanía,0.962962962962963,Urbano,199,Part. subvencionado,Bajo,79.0,80.0,84.0,73.0,221.0,73.2,22,4.9,218.0,73.2,24.4,2.4,76,83,85,83,72,79,69,74,85,82,85
2023,5533,ESCUELA PARTICULAR SAN BERNARDO,Purén,4 básico,Región de La Araucanía,1.0,Rural,13,Part. subvencionado,Bajo,82.0,77.0,92.0,81.0,276.0,«,«,«,248.0,«,«,«,80,85,89,93,85,88,70,74,81,76,93
2023,25509,COLEGIO PARTICULAR MARÍA AUXILIADORA DE SANTIAGO,Santiago,4 básico,Región Metropolitana de Santiago,0.43261231281198,Urbano,911,Part. subvencionado,Medio alto,73.0,72.0,75.0,69.0,293.0,14.5,21.7,63.8,266.0,30.4,46.4,23.2,72,74,75,79,72,73,63,67,75,74,71
2023,25509,COLEGIO PARTICULAR MARÍA AUXILIADORA DE SANTIAGO,Santiago,II medio,Región Metropolitana de Santiago,0.373287671232877,Urbano,911,Part. subvencionado,Medio alto,73.0,,75.0,68.0,277.0,25.4,38.8,35.8,291.0,26.5,39.7,33.8,72,74,74,74,69,70,65,-,-,-,76
2023,8697,COLEGIO ORATORIO DON BOSCO,Santiago,4 básico,Región Metropolitana de Santiago,0.50520059435364,Urbano,1144,Part. subvencionado,Medio alto,69.0,70.0,74.0,70.0,279.0,25,25,50,267.0,26.3,50,23.7,67,70,75,75,69,80,62,64,75,72,73
2023,8697,COLEGIO ORATORIO DON BOSCO,Santiago,II medio,Región Metropolitana de Santiago,0.520958083832335,Urbano,1144,Part. subvencionado,Medio alto,70.0,76.0,80.0,68.0,273.0,24.2,43.9,31.8,289.0,21,50,29,68,73,81,80,68,75,62,70,79,77,78
2023,16508,COLEGIO HISPANOCHILENO EL PILAR,Curicó,4 básico,Región del Maule,0.512383900928793,Urbano,1083,Part. subvencionado,Medio alto,79.0,75.0,79.0,71.0,293.0,17.7,25.8,56.5,291.0,21,24.2,54.8,78,80,80,79,72,76,67,69,82,73,77
2023,16508,COLEGIO HISPANOCHILENO EL PILAR,Curicó,II medio,Región del Maule,0.49063670411985,Urbano,1083,Part. subvencionado,Medio alto,72.0,74.0,77.0,69.0,261.0,42.6,31.1,26.2,284.0,27.1,44.1,28.8,70,74,78,75,66,79,64,69,79,74,76
2023,3065,ESCUELA ENRIQUE CORREA GUZMAN,SAN CLEMENTE,4 básico,Región del Maule,0.932432432432433,Rural,87,Municipal,Medio bajo,74.0,80.0,79.0,75.0,244.0,«,«,«,234.0,«,«,«,74,74,77,74,74,84,65,73,88,78,86
2023,8181,ESCUELA RURAL METAHUE,Quinchao,4 básico,Región de Los Lagos,0.857142857142857,Rural,27,Municipal,Bajo,70.0,65.0,76.0,70.0,238.0,«,«,«,277.0,«,«,«,69,72,71,72,63,84,62,65,65,66,87
2023,10540,COLEGIO RAFAEL EYZAGUIRRE,San José De Maipo,4 básico,Región Metropolitana de Santiago,0.704225352112676,Urbano,614,Part. subvencionado,Medio,70.0,75.0,78.0,70.0,268.0,27.3,38.6,34.1,254.0,36.4,50,13.6,69,71,80,78,69,76,64,68,83,73,77
2023,10540,COLEGIO RAFAEL EYZAGUIRRE,San José De Maipo,II medio,Región Metropolitana de Santiago,0.698863636363636,Urbano,614,Part. subvencionado,Medio,75.0,76.0,81.0,75.0,260.0,41.7,30.6,27.8,253.0,41.7,50,8.3,74,75,76,84,75,84,66,68,84,76,82
2023,4925,LICEO NUEVA ZELANDIA,Santa Juana,II medio,Región del Biobío,0.929310344827586,Urbano,574,Municipal,Bajo,70.0,73.0,74.0,72.0,224.0,65.7,25.5,8.8,243.0,59.2,34,6.8,68,72,73,74,70,77,70,67,78,74,75
2023,6585,LICEO BICENTENARIO LUIS GONZALEZ VASQUEZ 6585-4,Nueva Imperial,II medio,Región de La Araucanía,0.937150837988827,Urbano,827,Servicio local de educación,Bajo,74.0,77.0,80.0,72.0,238.0,58.7,26.1,15.2,220.0,72.9,22.2,4.9,71,78,82,82,71,79,66,70,83,78,75
2023,4052,ESCUELA GUARILIHUE ALTO,Coelemu,4 básico,Región de Ñuble,0.854430379746835,Rural,323,Municipal,Medio,79.0,87.0,83.0,77.0,266.0,30.8,38.5,30.8,275.0,15.4,61.5,23.1,76,81,77,84,81,79,72,79,96,87,87
2023,4052,ESCUELA GUARILIHUE ALTO,Coelemu,II medio,Región de Ñuble,0.894736842105263,Rural,323,Municipal,Medio bajo,83.0,85.0,88.0,81.0,259.0,36.4,36.4,27.3,232.0,65,30,5,81,85,86,91,82,87,74,77,94,85,88
2023,25132,ESCUELA PART. MASTER SCHOOL DE LAMPA,SANTIAGO,4 básico,Región Metropolitana de Santiago,0.859531772575251,Urbano,658,Part. subvencionado,Medio,71.0,64.0,69.0,70.0,280.0,25,21.4,53.6,224.0,70,23.3,6.7,71,71,69,73,72,78,60,56,72,64,66
2023,25132,ESCUELA PART. MASTER SCHOOL DE LAMPA,SANTIAGO,II medio,Región Metropolitana de Santiago,0.864864864864865,Urbano,658,Part. subvencionado,Medio bajo,67.0,64.0,68.0,67.0,209.0,84.1,12.2,3.7,214.0,78,18.7,3.3,65,68,65,70,62,79,60,58,71,62,69
