Año,RBD,Colegio,Comuna,Nivel,Region,IVE,Rural,MATRICULA_BASICA_MEDIA,Dependencia,GSE,Autoestima académica y motivación escolar,Clima de convivencia escolar,Participación y formación ciudadana,Hábitos de vida saludables,Simce Lenguaje,Len Nivel Insuficiente,Len Nivel Elemental,Len Nivel Adecuado,Simce Matemática,Mat Nivel Insuficiente,Mat Nivel Elemental,Mat Nivel Adecuado,Autopercepción y autovaloración académica,Motivación escolar,Sentido de pertenencia,Vida democrática,Hábitos de autocuidado,Hábitos alimenticios,Hábitos de vida activa,Ambiente de respeto,Ambiente organizado,Ambiente seguro,Participación
2023,8632,LICEO POLIVALENTE SANTA JULIANA,Recoleta,II medio,Región Metropolitana de Santiago,0.768181818181818,Urbano,1561,Part. subvencionado,Medio bajo,71.0,67.0,68.0,63.0,245.0,52.5,27.7,19.8,269.0,36.2,45.7,18.1,69,73,70,68,66,71,53,63,74,65,67
2023,1338,ESCUELA NACIONES UNIDAS,LLAILLAY,4 básico,Región de Valparaíso,0.921296296296296,Urbano,249,Municipal,Medio bajo,73.0,72.0,83.0,65.0,221.0,76.5,17.6,5.9,200.0,87.5,6.3,6.3,70,76,84,82,72,63,60,67,82,68,83
2023,658,ESCUELA PATRICIO LYNCH,ANDACOLLO,4 básico,Región de Coquimbo,0.698564593301435,Rural,269,Servicio local de educación,Medio,88.0,87.0,91.0,82.0,278.0,13.6,45.5,40.9,281.0,19,38.1,42.9,86,90,93,93,85,85,76,80,93,87,88
2023,5695,ESCUELA PARTICULAR SAN RAFAEL ARCANGEL,Padre Las Casas,4 básico,Región de La Araucanía,0.885057471264368,Urbano,207,Part. subvencionado,Medio bajo,74.0,75.0,73.0,73.0,282.0,23.5,17.6,58.8,279.0,5.9,70.6,23.5,73,75,72,73,72,79,68,67,81,76,75
2023,3325,ESCUELA PARTICULAR ARTURO PRAT,YERBAS BUENAS,4 básico,Región del Maule,0.891089108910891,Rural,137,Part. subvencionado,Medio bajo,81.0,81.0,87.0,76.0,265.0,26.7,46.7,26.7,259.0,50,31.3,18.8,77,85,83,88,79,79,71,72,88,84,89
2023,6932,ESCUELA NEVADA,Los Lagos,4 básico,Región de Los Ríos,0.944444444444444,Urbano,216,Municipal,Bajo,79.0,80.0,85.0,76.0,251.0,40,30,30,225.0,70,30,0,78,81,84,90,81,82,66,73,87,78,81
2023,9803,ESCUELA PARTICULAR HISPANO AMERICANO,EL BOSQUE,4 básico,Región Metropolitana de Santiago,0.857541899441341,Urbano,394,Part. subvencionado,Medio bajo,74.0,77.0,83.0,71.0,248.0,41.5,29.3,29.3,231.0,55,45,0,70,77,83,86,72,77,65,69,83,78,81
2023,11342,ESCUELA CARLOS TRUPP WANNER,Talca,4 básico,Región del Maule,0.935064935064935,Urbano,410,Municipal,Medio bajo,73.0,68.0,75.0,64.0,252.0,42.5,27.5,30,233.0,53.7,41.5,4.9,70,75,74,77,66,70,56,63,75,66,73
2023,12015,COLEGIO CONCEPCION,LOS ÁNGELES,4 básico,,,,801,Particular pagado,Alto,78.0,79.0,83.0,73.0,317.0,5.2,15.5,79.3,299.0,6.9,39.7,53.4,77,78,85,86,71,81,67,76,85,77,77
2023,12015,COLEGIO CONCEPCION,LOS ÁNGELES,II medio,,,,801,Particular pagado,Alto,72.0,71.0,77.0,66.0,261.0,41.3,30.4,28.3,302.0,14,46.5,39.5,73,72,79,75,65,75,59,69,76,69,79
2023,590,COLEGIO PARTICULAR SAN JOSE,La Serena,4 básico,,,,845,Particular pagado,Alto,73.0,78.0,79.0,69.0,283.0,12.9,38.7,48.4,264.0,32.3,43.5,24.2,72,74,80,81,69,77,63,71,84,79,75
2023,590,COLEGIO PARTICULAR SAN JOSE,La Serena,II medio,,,,845,Particular pagado,Medio alto,75.0,80.0,80.0,67.0,282.0,21.4,28.6,50,291.0,28.3,43.4,28.3,73,77,81,84,69,75,57,72,86,80,76
2023,17600,COLEGIO SAN GABRIEL ARCANGEL,Los Ángeles,4 básico,Región del Biobío,0.496527777777778,Urbano,2444,Part. subvencionado,Medio alto,73.0,77.0,76.0,71.0,293.0,17.6,17.6,64.9,282.0,22.5,33.1,44.4,71,75,77,79,74,75,64,71,82,77,72
2023,17600,COLEGIO SAN GABRIEL ARCANGEL,Los Ángeles,II medio,Región del Biobío,0.495132127955494,Urbano,2444,Part. subvencionado,Medio alto,73.0,72.0,75.0,71.0,270.0,30.9,35.6,33.6,293.0,26.8,36.2,36.9,71,75,75,78,80,72,61,68,77,71,73
2023,2308,COLEGIO SAN ANTONIO DEL BALUARTE,Rengo,4 básico,Región del Libertador Gral. Bernardo O’Higgins,0.462333825701625,Urbano,1206,Part. subvencionado,Medio alto,73.0,72.0,78.0,69.0,275.0,22.9,31.4,45.7,254.0,39.1,46.4,14.5,72,75,76,82,65,77,66,66,78,72,74
2023,2308,COLEGIO SAN ANTONIO DEL BALUARTE,Rengo,II medio,Región del Libertador Gral. Bernardo O’Higgins,0.551204819277108,Urbano,1206,Part. subvencionado,Medio alto,78.0,79.0,84.0,73.0,286.0,19.2,35.6,45.2,296.0,20.5,49.3,30.1,77,79,87,84,75,74,70,74,86,77,81
2023,20258,COLEGIO BICENTENARIO CUMBRES DE LABRANZA,Temuco,4 básico,Región de La Araucanía,0.832887700534759,Urbano,1290,Part. subvencionado,Medio,75.0,81.0,82.0,67.0,292.0,12.5,32.8,54.7,286.0,15.2,39.4,45.5,74,76,84,83,68,71,63,75,86,82,78
2023,20258,COLEGIO BICENTENARIO CUMBRES DE LABRANZA,Temuco,II medio,Región de La Araucanía,0.786069651741294,Urbano,1290,Part. subvencionado,Medio bajo,76.0,73.0,75.0,69.0,260.0,40.4,36.2,23.4,284.0,31.5,46.1,22.5,74,77,74,80,72,75,59,67,80,73,70
2023,6480,ESCUELA PARTICULAR NUEVA RUCATRARO,Saavedra,4 básico,Región de La Araucanía,0.983333333333333,Rural,50,Part. subvencionado,Bajo,77.0,80.0,81.0,73.0,226.0,«,«,«,222.0,«,«,«,73,82,75,81,75,77,67,70,92,80,88
2023,4975,LICEO BICENTENARIO DE EXCELENCIA INDUSTRIAL FEDERICO SCHWAGER,Coronel,II medio,Región del Biobío,0.913265306122449,Urbano,230,Corp de administración delegada,Medio bajo,78.0,84.0,86.0,80.0,240.0,56,28,16,245.0,56.3,37.5,6.3,76,81,87,85,81,84,74,75,90,87,85
2023,1020,ESCUELA BASICA GUISELA GAMBOA SALINAS,SALAMANCA,4 básico,Región de Coquimbo,0.739837398373984,Rural,145,Municipal,Medio bajo,64.0,73.0,70.0,59.0,255.0,38.5,30.8,30.8,229.0,61.5,38.5,0,60,67,71,64,54,71,53,67,81,72,74
2023,1247,ESCUELA BASICA MARIA ISABEL DE BROWN,CALLE LARGA,4 básico,Región de Valparaíso,0.845588235294118,Urbano,169,Municipal,Medio,69.0,75.0,72.0,61.0,244.0,58.8,23.5,17.6,226.0,64.7,29.4,5.9,67,71,72,67,63,67,54,68,83,74,78
2023,1462,ESCUELA BASICA LOS TILOS DE HUALCAPO,HIJUELAS,4 básico,Región de Valparaíso,0.829268292682927,Rural,53,Municipal,Medio bajo,79.0,78.0,81.0,72.0,221.0,«,«,«,244.0,«,«,«,78,81,81,84,70,83,64,70,88,77,80
2023,12713,LICEO BICENTENARIO COLEGIO CARDENAL RAUL SILVA HENRIQUEZ,Arica,4 básico,Región de Arica y Parinacota,0.887521968365554,Urbano,949,Part. subvencionado,Medio,74.0,75.0,76.0,70.0,291.0,18.4,22.4,59.2,290.0,12.2,49,38.8,73,76,78,74,68,78,65,66,81,77,76
2023,12713,LICEO BICENTENARIO COLEGIO CARDENAL RAUL SILVA HENRIQUEZ,Arica,II medio,Región de Arica y Parinacota,0.896265560165975,Urbano,949,Part. subvencionado,Medio bajo,77.0,78.0,80.0,75.0,301.0,11.3,24.5,64.2,335.0,0,21.6,78.4,74,79,79,81,75,81,67,69,86,78,80
2023,10452,LICEO PUENTE ALTO,Puente Alto,II medio,Región Metropolitana de Santiago,0.867219917012448,Urbano,248,Municipal,Bajo,79.0,77.0,81.0,75.0,234.0,53.2,40.4,6.4,224.0,62.5,37.5,0,78,81,77,82,76,78,71,71,83,79,85
2023,20477,COLEGIO TALCA,TALCA,4 básico,,,,212,Particular pagado,Alto,80.0,85.0,86.0,70.0,318.0,0,20.8,79.2,293.0,8.7,39.1,52.2,80,80,89,89,69,75,67,81,89,85,78
2023,25770,LICEO NACIONAL DE MAIPU,Maipú,II medio,Región Metropolitana de Santiago,0.652218782249742,Urbano,1440,Municipal,Medio,73.0,76.0,76.0,69.0,293.0,16.7,28.1,55.3,329.0,12.6,28.7,58.7,70,75,77,76,69,76,63,70,80,78,73
2023,7130,ESCUELA LA UNION,La Unión,4 básico,Región de Los Ríos,0.911931818181818,Urbano,372,Municipal,Medio bajo,79.0,80.0,83.0,73.0,275.0,24.1,24.1,51.7,247.0,51.7,20.7,27.6,76,82,85,84,76,75,67,74,84,81,79
2023,3631,ESCUELA EMA VASQUEZ GUTIERREZ,Chanco,4 básico,Región del Maule,1.0,Rural,18,Municipal,Bajo,85.0,90.0,95.0,77.0,306.0,«,«,«,312.0,«,«,«,83,88,95,95,70,84,76,79,98,93,94
2023,15502,INSTITUTO MONSENOR LECAROS,COLTAUCO,4 básico,Región del Libertador Gral. Bernardo O’Higgins,0.822525597269625,Urbano,587,Part. subvencionado,Medio,69.0,76.0,75.0,73.0,278.0,11.5,42.3,46.2,261.0,25,57.1,17.9,66,72,81,72,73,79,67,71,81,78,72
2023,15502,INSTITUTO MONSENOR LECAROS,COLTAUCO,II medio,Región del Libertador Gral. Bernardo O’Higgins,0.877813504823151,Urbano,587,Part. subvencionado,Medio bajo,74.0,78.0,78.0,74.0,244.0,55.3,30.3,14.5,238.0,59.2,36.8,3.9,73,76,80,80,79,77,67,72,84,78,74
2023,22398,COLEGIO ALIWEN,VALDIVIA,4 básico,Región de Los Ríos,0.422459893048128,Urbano,313,Part. subvencionado,Alto,71.0,75.0,76.0,67.0,286.0,10.5,31.6,57.9,262.0,38.9,44.4,16.7,69,73,77,77,70,71,58,68,81,75,74
2023,22398,COLEGIO ALIWEN,VALDIVIA,II medio,Región de Los Ríos,0.424657534246575,Urbano,313,Part. subvencionado,Medio alto,76.0,78.0,81.0,72.0,301.0,«,«,«,235.0,«,«,«,74*,78*,74*,88*,74*,86*,56*,70*,82*,80*,82*
2023,18094,CHRISTIAN COLLEGE,Hualqui,4 básico,Región del Biobío,0.847262247838617,Urbano,525,Part. subvencionado,Medio,82.0,76.0,84.0,78.0,273.0,25,37.5,37.5,266.0,29.3,39,31.7,81,84,86,89,79,83,71,71,84,73,78
2023,2278,LICEO SAN JOSE DE REQUINOA,Requínoa,4 básico,Región del Libertador Gral. Bernardo O’Higgins,0.699481865284974,Urbano,1801,Part. subvencionado,Medio,71.0,74.0,76.0,68.0,265.0,33.6,30.1,36.3,248.0,47,40.9,12.2,69,73,75,79,69,74,62,67,81,74,74
2023,2278,LICEO SAN JOSE DE REQUINOA,Requínoa,II medio,Región del Libertador Gral. Bernardo O’Higgins,0.754777070063694,Urbano,1801,Part. subvencionado,Medio bajo,76.0,77.0,81.0,75.0,261.0,40,35.2,24.8,259.0,46.9,36.6,16.6,74,79,77,84,77,81,67,69,85,77,81
2023,4711,ARTURO PRAT CHACON,TALCAHUANO,4 básico,Región del Biobío,0.932960893854749,Urbano,210,Municipal,Medio bajo,71.0,74.0,79.0,67.0,208.0,72.7,22.7,4.5,228.0,61.9,28.6,9.5,68,74,77*,78*,67*,70*,64*,64,81,74,83*
2023,14703,THE KINGSTOWN SCHOOL,VIÑA DEL MAR,4 básico,Región de Valparaíso,0.649265905383361,Urbano,990,Part. subvencionado,Medio alto,75.0,78.0,82.0,71.0,264.0,37.5,28.1,34.4,252.0,41.2,42.6,16.2,74,77,84,83,69,78,66,72,85,77,78
2023,14703,THE KINGSTOWN SCHOOL,VIÑA DEL MAR,II medio,Región de Valparaíso,0.644736842105263,Urbano,990,Part. subvencionado,Medio,75.0,75.0,77.0,68.0,251.0,46.3,35.2,18.5,267.0,41.9,32.3,25.8,74,76,76,77,66,75,63,67,82,74,80
2023,22516,INSTITUTO CRISTIANO GRACIA Y PAZ,Valdivia,II medio,Región de Los Ríos,0.815909090909091,Urbano,719,Part. subvencionado,Medio,71.0,73.0,74.0,66.0,238.0,64.2,22.2,13.6,231.0,70.3,27,2.7,70,72,74,76,66,72,60,69,79,73,71
2023,2642,ESCUELA COGUIL,PICHILEMU,4 básico,Región del Libertador Gral. Bernardo O’Higgins,0.9,Rural,8,Municipal,Medio bajo,69.0,71.0,80.0,69.0,274.0,«,«,«,238.0,«,«,«,66,72,68,81,71,83,55,67,76,69,92
2023,1384,COLEGIO CUMBRES DE BOCO,QUILLOTA,4 básico,Región de Valparaíso,0.843601895734597,Urbano,237,Municipal,Medio,71.0,72.0,73.0,68.0,221.0,66.7,27.8,5.6,217.0,76.5,23.5,0,67,75,75,67,66,72,65,66,81,70,78
2023,25558,COLEGIO PARTICULAR ALTAZOR,Puente Alto,4 básico,Región Metropolitana de Santiago,0.281007751937985,Urbano,899,Part. subvencionado,Alto,75.0,78.0,81.0,74.0,300.0,7,24.6,68.4,283.0,13,46.3,40.7,74,76,84,82,73,84,66,71,82,80,75
2023,25558,COLEGIO PARTICULAR ALTAZOR,Puente Alto,II medio,Región Metropolitana de Santiago,0.245967741935484,Urbano,899,Part. subvencionado,Medio alto,77.0,82.0,84.0,71.0,299.0,11.7,28.3,60,327.0,10,25,65,76,78,86,86,68,82,64,75,89,82,81
2023,12328,ALIANZA ALEMANA EL BELLOTO,QUILPUÉ,4 básico,Región de Valparaíso,0.780487804878049,Urbano,232,Part. subvencionado,Medio,64.0,71.0,75.0,63.0,271.0,20,45,35,247.0,57.1,38.1,4.8,61,67,76,75,68,65,57,68,78,68,75
2023,26254,COLEGIO SANTA MARIA GORETTI DE PADRE HUR,Padre Hurtado,4 básico,Región Metropolitana de Santiago,0.74438202247191,Urbano,588,Part. subvencionado,Medio,74.0,77.0,80.0,72.0,288.0,18.2,27.3,54.5,254.0,36.4,50,13.6,73,75,84,81,70,82,63,70,78,81,74
2023,26254,COLEGIO SANTA MARIA GORETTI DE PADRE HUR,Padre Hurtado,II medio,Región Metropolitana de Santiago,0.85207100591716,Urbano,588,Part. subvencionado,Medio,65.0,81.0,83.0,73.0,250.0,48.7,43.6,7.7,255.0,46.2,43.6,10.3,63,67,84,85,70,79,69,71,89,83,79
2023,3013,COLEGIO JUAN IGNACIO MOLINA,Talca,4 básico,Región del Maule,0.817021276595745,Urbano,1311,Part. subvencionado,Medio,72.0,74.0,76.0,70.0,277.0,28.4,26.9,44.8,261.0,36.6,45.1,18.3,70,74,76,80,70,74,65,68,81,72,71
2023,3013,COLEGIO JUAN IGNACIO MOLINA,Talca,II medio,Región del Maule,0.834883720930233,Urbano,1311,Part. subvencionado,Medio bajo,75.0,74.0,74.0,68.0,221.0,77.1,11.4,11.4,222.0,74.6,25.4,0,74*,77*,73*,80*,68*,75*,62*,66*,81*,75*,69*
2023,5169,ESCUELA PICHIHUILLINCO,CONTULMO,4 básico,Región del Biobío,1.0,Rural,5,Municipal,Bajo,87.0,85.0,92.0,82.0,235.0,«,«,«,218.0,«,«,«,78,96,92,88,84,83,78,80,93,83,95
2023,25396,CENTRO POLITECNICO PARTICULAR CONCHALI,Conchalí,4 básico,Región Metropolitana de Santiago,0.866385372714487,Urbano,1624,Part. subvencionado,Medio bajo,69.0,69.0,71.0,62.0,250.0,44.4,27.2,28.4,243.0,51.8,36.1,12,67,70,70,67,64,68,56,63,74,69,74
2023,25396,CENTRO POLITECNICO PARTICULAR CONCHALI,Conchalí,II medio,Región Metropolitana de Santiago,0.865612648221344,Urbano,1624,Part. subvencionado,Medio bajo,73.0,71.0,72.0,70.0,245.0,53.4,32.5,14.1,230.0,69.4,25.9,4.7,70,76,73,72,71,77,61,64,78,70,71
2023,8000,INSTITUTO ALEMAN DE FRUTILLAR,Frutillar,4 básico,,,,309,Particular pagado,Alto,79.0,75.0,81.0,73.0,320.0,0,27.3,72.7,287.0,8.7,56.5,34.8,80,78,80,87,68,86,63,67,83,76,76
2023,8000,INSTITUTO ALEMAN DE FRUTILLAR,Frutillar,II medio,,,,309,Particular pagado,Alto,83.0,83.0,84.0,72.0,262.0,20,70,10,291.0,20,40,40,82,84,84,88,69,80,66,81,86,82,81
2023,7470,LICEO BICENTENARIO PEOPLE HELP PEOPLE DE PILMAIQUEN,Puyehue,II medio,Región de Los Lagos,0.92964824120603,Rural,450,Part. subvencionado,Bajo,78.0,78.0,83.0,71.0,247.0,50.6,29.9,19.5,296.0,19.6,43.5,37,75,81,86,87,70,79,65,71,87,77,75
2023,11687,ESCUELA REPUBLICA ARGENTINA,PUNTA ARENAS,4 básico,Región de Magallanes y de la Antártica Chilena,0.895348837209302,Urbano,232,Municipal,Medio bajo,74.0,79.0,77.0,67.0,263.0,33.3,22.2,44.4,263.0,33.3,50,16.7,71,77,77,80,68,72,60,71,86,81,73
2023,13376,COLEGIO SAN MANUEL,LA SERENA,4 básico,Región de Coquimbo,0.780023781212842,Urbano,975,Part. subvencionado,Medio,75.0,80.0,77.0,74.0,313.0,8.6,16.1,75.3,300.0,10.5,30.5,58.9,73,76,78,81,76,81,64,71,86,83,74
2023,41117,LYCÉE FRÉDÉRIC MISTRAL,LA SERENA,4 básico,,,,271,Particular pagado,Alto,62.0,66.0,71.0,53.0,298.0,10.5,26.3,63.2,276.0,11.1,66.7,22.2,61,63,66,72,52,57,50,63,69,68,73
2023,1705,ESCUELA PRESIDENTE SALVADOR ALLENDE,VIÑA DEL MAR,4 básico,Región de Valparaíso,0.910526315789474,Urbano,242,Municipal,Medio bajo,77.0,72.0,76.0,67.0,242.0,52,20,28,223.0,70.4,25.9,3.7,75,78,78,77,66,77,58,66,80,69,73
2023,6225,ESCUELA JUAN BTA. CHESTA CH.,PITRUFQUÉN,4 básico,Región de La Araucanía,0.915,Urbano,230,Municipal,Bajo,72.0,69.0,74.0,73.0,237.0,«,«,«,241.0,«,«,«,72*,72*,66*,78*,72*,80*,67*,62*,74*,71*,77*
2023,2410,ESCUELA MUNICIPAL EL RULO,Coinco,4 básico,Región del Libertador Gral. Bernardo O’Higgins,0.88,Rural,80,Municipal,Medio bajo,79.0,83.0,78.0,75.0,318.0,«,«,«,288.0,«,«,«,80,77,80,75,76,81,68,73,91,83,80
2023,5472,ESC. MUNICIPAL PICHIPELLAHUEN,Lumaco,4 básico,Región de La Araucanía,1.0,Rural,59,Municipal,Bajo,77.0,78.0,85.0,78.0,250.0,«,«,«,219.0,«,«,«,71,84,82,83,75,89,71,73,85,77,89
2023,12800,COLEGIO BAUTISTA LOIS HART,ANTOFAGASTA,4 básico,Región de Antofagasta,0.456221198156682,Urbano,620,Part. subvencionado,Medio alto,72.0,74.0,74.0,73.0,275.0,20,36.4,43.6,255.0,44.4,35.2,20.4,70,73,70,77,74,82,63,67,78,76,75
2023,12800,COLEGIO BAUTISTA LOIS HART,ANTOFAGASTA,II medio,Región de Antofagasta,0.551470588235294,Urbano,620,Part. subvencionado,Medio alto,67.0,68.0,70.0,62.0,234.0,63.6,24.2,12.1,270.0,37.5,40.6,21.9,67,67,65,70,62,67,57,63,72,68,77
2023,24995,COLEGIO SAN FERNANDO DE PUENTE ALTO,Puente Alto,4 básico,Región Metropolitana de Santiago,0.839662447257384,Urbano,385,Part. subvencionado,Medio,75.0,72.0,81.0,75.0,269.0,22.2,44.4,33.3,262.0,40.7,48.1,11.1,72,78,85,86,75,81,71,68,77,72,72
2023,24995,COLEGIO SAN FERNANDO DE PUENTE ALTO,Puente Alto,II medio,Región Metropolitana de Santiago,0.776699029126214,Urbano,385,Part. subvencionado,Medio bajo,77.0,71.0,74.0,71.0,238.0,67.9,28.6,3.6,247.0,50,46.9,3.1,76,79,81,73,75,70,66,70,78,67,69
2023,10711,LICEO COMERCIAL TALAGANTE,Talagante,II medio,Región Metropolitana de Santiago,0.835263835263835,Urbano,824,Part. subvencionado,Medio bajo,71.0,72.0,73.0,66.0,231.0,62,25.7,12.3,265.0,42.4,38.4,19.2,69,73,71,72,66,70,62,66,79,72,76
2023,7976,ESCUELA BERNARDO PHILIPPI,Frutillar,4 básico,Región de Los Lagos,0.826241134751773,Urbano,350,Servicio local de educación,Medio,71.0,76.0,80.0,75.0,255.0,29,51.6,19.4,249.0,41.9,48.4,9.7,67,75,80,85,75,84,66*,71,81,76,76
2023,14594,COLEGIO QUILLOTA TERRANOVA,Quillota,4 básico,Región de Valparaíso,0.543071161048689,Urbano,461,Part. subvencionado,Medio alto,66.0,75.0,76.0,70.0,277.0,22.2,29.6,48.1,266.0,25,53.6,21.4,65,68,75,80,69,78,63,68,81,75,72
